file,text,num_chars,num_tokens
MIT_2018-04-12_battery-27.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.976%. CVQ=0.166...",145,104
TJU_NCM_CY25-05_1-#5.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.903%. CVQ=0.596, CVt=1227.648s, Islo...",125,94
MIT_2017-05-12_battery-30.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 30%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.16...",146,105
MIT_2017-06-30_battery-11.csv,"LFP/Graphite at 30°C. CC-CV 30.2C to 2%, 5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.138, ...",143,102
XJTU_3C_battery-9.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.935%. CVQ=0.412, CVt=247.140s, Islope=-7...",120,89
TJU_NCA_CY35-05_1-#1.csv,"NCA at 35°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.942%. CVQ=0.611, CVt=1254.370s, Isl...",126,95
TJU_NCA_CY45-05_1-#6.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.957%. CVQ=0.613, CVt=1257.012s, Isl...",126,95
TJU_NCM_CY25-05_1-#1.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.920%. CVQ=0.587, CVt=1208.792s, Islo...",125,94
TJU_NCM_CY45-05_1-#23.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.921%. CVQ=0.624, CVt=1285.066s, Islo...",125,94
MIT_2017-06-30_battery-26.csv,"LFP/Graphite at 30°C. CC-CV 4.9C to 69%, 4.25C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.13...",146,105
XJTU_3C_battery-8.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.931%. CVQ=0.424, CVt=254.100s, Islope=-9...",120,89
TJU_NCM_CY25-05_1-#20.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.918%. CVQ=0.601, CVt=1235.792s, Islo...",125,94
MIT_2018-04-12_battery-26.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.968%. CVQ=0.159, ...",143,102
TJU_NCA_CY25-05_1-#17.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.920%. CVQ=0.655, CVt=1348.078s, Isl...",126,95
TJU_NCA_CY45-05_1-#26.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.932%. CVQ=0.627, CVt=1290.064s, Isl...",126,95
XJTU_R3_battery-5.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 3.0V Cyc=1, SOH=0.963%. CVQ=0.348, CVt=313.680s, Islo...",125,94
TJU_NCA_CY45-05_1-#5.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.955%. CVQ=0.612, CVt=1257.290s, Isl...",126,95
TJU_NCM_CY45-05_1-#6.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.939%. CVQ=0.617, CVt=1270.144s, Islo...",125,94
XJTU_Sim_satellite_battery-7.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.964%. CVQ=0.334, CVt=300.540s, Islope=-1.26e...",116,87
MIT_2017-06-30_battery-21.csv,"LFP/Graphite at 30°C. CC-CV 4.65C to 19%, 4.85C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.986%. CVQ=0.1...",147,106
TJU_NCA_CY45-05_1-#11.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.953%. CVQ=0.618, CVt=1269.340s, Isl...",126,95
TJU_NCA_CY45-05_1-#27.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.925%. CVQ=0.616, CVt=1265.676s, Isl...",126,95
TJU_NCA_CY25-05_1-#15.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.930%. CVQ=0.640, CVt=1317.700s, Isl...",126,95
TJU_NCA_CY25-05_1-#16.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.669, CVt=1375.456s, Isl...",126,95
XJTU_RW_battery-6.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
XJTU_3C_battery-1.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.951%. CVQ=0.390, CVt=234.360s, Islope=-1...",120,89
TJU_NCA_CY25-05_1-#2.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.926%. CVQ=0.654, CVt=1346.552s, Isl...",126,95
MIT_2017-05-12_battery-36.csv,"LFP/Graphite at 30°C. CC-CV 12.7C to 40%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.151,...",144,103
MIT_2018-04-12_battery-22.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.971%. CVQ=0.162...",145,104
